bird,freq
lipaugus_unirufus,82
lipaugus_uropygialis,3
lipaugus_vociferans,342
lipaugus_weberi,36
lissotis_melanogaster,10
lochmias_nematura,146
locustella_accentor,14
locustella_alfredi,8
locustella_alishanensis,30
locustella_castanea,81
locustella_caudata,42
locustella_chengi,13
locustella_davidi,55
locustella_fluviatilis,450
locustella_idonea,7
locustella_kashmirensis,11
locustella_lanceolata,85
locustella_luscinioides,496
locustella_luteoventris,39
locustella_mandelli,44
locustella_montis,38
locustella_naevia,822
locustella_seebohmi,8
locustella_tacsanowskia,33
locustella_thoracica,36
loddigesia_mirabilis,3
lonchura_atricapilla,19
lonchura_bicolor,9
lonchura_caniceps,2
lonchura_castaneothorax,19
lonchura_cucullata,48
lonchura_flaviprymna,1
lonchura_forbesi,2
lonchura_fringilloides,7
lonchura_fuscans,13
lonchura_hunsteini,1
lonchura_kelaarti,7
lonchura_leucogastra,7
lonchura_leucogastroides,9
lonchura_maja,12
lonchura_malacca,6
lonchura_melaena,2
lonchura_molucca,9
lonchura_montana,2
lonchura_nevermanni,3
lonchura_nigriceps,14
lonchura_pallida,1
lonchura_punctulata,105
lonchura_quinticolor,2
lonchura_spectabilis,5
lonchura_striata,41
lonchura_stygia,1
lonchura_teerinki,2
lonchura_tristissima,6
lonchura_vana,7
lophaetus_occipitalis,22
lophoceros_alboterminatus,67
lophoceros_bradfieldi,7
lophoceros_camurus,40
lophoceros_fasciatus,39
lophoceros_hemprichii,16
lophoceros_nasutus,99
lophoceros_pallidirostris,12
lophochroa_leadbeateri,19
lophodytes_cucullatus,28
lophoictinia_isura,5
lopholaimus_antarcticus,4
lophonetta_specularioides,37
lophophanes_cristatus,785
lophophanes_dichrous,20
lophophorus_impejanus,36
lophophorus_lhuysii,9
lophophorus_sclateri,2
lophorina_niedda,3
lophorina_superba,24
lophornis_adorabilis,3
lophornis_chalybeus,8
lophornis_delattrei,4
lophornis_gouldii,1
lophornis_helenae,1
lophornis_magnificus,8
lophornis_ornatus,2
lophornis_stictolophus,3
lophospingus_griseocristatus,9
lophospingus_pusillus,14
lophostrix_cristata,89
lophotibis_cristata,4
lophotis_gindiana,12
lophotis_ruficrista,23
lophotis_savilei,9
lophotriccus_eulophotes,37
lophotriccus_galeatus,136
lophotriccus_pileatus,281
lophotriccus_vitiosus,85
lophotriorchis_kienerii,4
lophozosterops_dohertyi,7
lophozosterops_goodfellowi,8
lophozosterops_pinaiae,1
lophozosterops_squamiceps,3
lophozosterops_superciliaris,6
lophura_bulweri,3
lophura_inornata,2
lophura_leucomelanos,19
lophura_nycthemera,11
lophura_swinhoii,11
loriculus_amabilis,9
loriculus_aurantiifrons,2
loriculus_beryllinus,16
loriculus_catamene,3
loriculus_exilis,5
loriculus_galgulus,26
loriculus_philippensis,21
loriculus_sclateri,4
loriculus_stigmatus,18
loriculus_vernalis,51
lorius_chlorocercus,22
lorius_hypoinochrous,9
lorius_lory,19
loxia_curvirostra,1500
loxia_leucoptera,239
loxia_megaplaga,7
loxia_pytyopsittacus,383
loxia_scotica,31
loxia_sinesciuris,37
loxigilla_barbadensis,6
loxigilla_noctis,10
loxigilla_portoricensis,17
loxigilla_violacea,9
loxioides_bailleui,7
loxipasser_anoxanthus,3
loxops_caeruleirostris,6
loxops_coccineus,12
loxops_mana,21
lullula_arborea,843
lurocalis_rufiventris,26
lurocalis_semitorquatus,147
luscinia_luscinia,678
luscinia_megarhynchos,1500
luscinia_phaenicuroides,47
luscinia_svecica,891
lybius_bidentatus,8
lybius_chaplini,10
lybius_dubius,6
lybius_guifsobalito,11
lybius_leucocephalus,7
lybius_melanopterus,3
lybius_minor,4
lybius_rubrifacies,3
lybius_torquatus,43
lybius_undatus,1
lybius_vieilloti,20
lycocorax_pyrrhopterus,50
lymnocryptes_minimus,94
lyncornis_macrotis,71
lyncornis_temminckii,15
lyrurus_mlokosiewiczi,1
lyrurus_tetrix,185
macgregoria_pulchra,2
machaerirhynchus_flaviventer,37
machaerirhynchus_nigripectus,19
machaeropterus_deliciosus,64
machaeropterus_eckelberryi,6
machaeropterus_pyrocephalus,46
machaeropterus_regulus,29
machaeropterus_striolatus,71
macheiramphus_alcinus,8
machetornis_rixosa,101
machlolophus_aplonotus,21
machlolophus_holsti,25
machlolophus_nuchalis,28
machlolophus_spilonotus,59
machlolophus_xanthogenys,21
mackenziaena_leachii,91
mackenziaena_severa,182
macroagelaius_imthurni,31
macroagelaius_subalaris,88
macronectes_giganteus,1
macronectes_halli,12
macronus_bornensis,71
macronus_flavicollis,23
macronus_gularis,253
macronus_kelleyi,15
macronus_ptilosus,81
macronus_striaticeps,26
macronyx_ameliae,9
macronyx_aurantiigula,1
macronyx_capensis,55
macronyx_croceus,48
macronyx_flavicollis,3
macronyx_fuelleborni,19
macronyx_grimwoodi,2
macronyx_sharpei,1
macropsalis_forcipata,10
macropygia_amboinensis,51
macropygia_cinnamomea,7
macropygia_doreya,44
macropygia_emiliana,6
macropygia_macassariensis,4
macropygia_mackinlayi,15
macropygia_magna,20
macropygia_modiglianii,8
macropygia_nigrirostris,11
macropygia_phasianella,38
macropygia_ruficeps,52
macropygia_rufipennis,2
macropygia_tenuirostris,22
macropygia_timorlaoensis,10
macropygia_unchall,38
macrosphenus_concolor,43
macrosphenus_flavicans,26
macrosphenus_kempi,21
macrosphenus_kretschmeri,17
macrosphenus_pulitzeri,3
magumma_parva,17
malacocincla_abbotti,145
malacocincla_cinereiceps,10
malacocincla_malaccensis,52
malacocincla_sepiaria,109
malaconotus_alius,10
malaconotus_blanchoti,107
malaconotus_cruentus,4
malaconotus_gladiator,4
malaconotus_lagdeni,1
malaconotus_monteiri,1
malacopteron_affine,88
malacopteron_albogulare,12
malacopteron_cinereum,75
malacopteron_magnirostre,111
malacopteron_magnum,97
malacopteron_palawanense,13
malacoptila_fulvogularis,31
malacoptila_fusca,15
malacoptila_mystacalis,33
malacoptila_panamensis,36
malacoptila_rufa,15
malacoptila_semicincta,12
malacoptila_striata,50
malacorhynchus_membranaceus,30
malcorus_pectoralis,36
malia_grata,42
malimbus_ballmanni,1
malimbus_cassini,2
malimbus_coronatus,5
malimbus_malimbicus,9
malimbus_nitens,31
malimbus_rubricollis,6
malimbus_scutatus,11
malindangia_mcgregori,21
malurus_alboscapulatus,9
malurus_amabilis,10
malurus_assimilis,27
malurus_coronatus,4
malurus_cyaneus,58
malurus_cyanocephalus,31
malurus_elegans,10
malurus_lamberti,26
malurus_leucopterus,19
malurus_melanocephalus,26
malurus_pulcherrimus,7
malurus_splendens,32
manacus_aurantiacus,41
manacus_candei,60
manacus_manacus,285
manacus_vitellinus,59
mandingoa_nitidula,13
manorina_flavigula,34
manorina_melanocephala,67
manorina_melanophrys,38
manorina_melanotis,7
manucodia_ater,18
manucodia_chalybatus,3
manucodia_comrii,4
mareca_americana,75
mareca_falcata,25
mareca_penelope,515
mareca_sibilatrix,35
mareca_strepera,352
margarobyas_lawrencii,1
margarops_fuscatus,24
margarornis_bellulus,1
margarornis_rubiginosus,11
margarornis_squamiger,55
margarornis_stellatus,15
marmaronetta_angustirostris,5
masius_chrysopterus,19
mayrornis_lessoni,11
mayrornis_schistaceus,2
mazaria_propinqua,49
mearnsia_novaeguineae,3
mecocerculus_calopterus,6
mecocerculus_hellmayri,29
mecocerculus_leucophrys,179
mecocerculus_minor,25
mecocerculus_poecilocercus,49
mecocerculus_stictopterus,90
meconema_meridionale,1
meconema_thalassinum,2
megabyas_flammulatus,12
megaceryle_alcyon,124
megaceryle_lugubris,14
megaceryle_maxima,18
megaceryle_torquata,206
megadyptes_antipodes,2
megalampitta_gigantea,10
megalurus_palustris,74
megapodius_bernsteinii,5
megapodius_cumingii,17
megapodius_decollatus,6
megapodius_eremita,12
megapodius_freycinet,42
megapodius_geelvinkianus,9
megapodius_laperouse,7
megapodius_layardi,3
megapodius_pritchardii,14
megapodius_reinwardt,69
megapodius_tenimberensis,1
megarynchus_pitangua,417
megascops_albogularis,84
megascops_asio,116
megascops_atricapilla,100
megascops_barbarus,4
megascops_centralis,40
megascops_choliba,326
megascops_clarkii,22
megascops_cooperi,32
megascops_gilesi,39
megascops_guatemalae,26
megascops_hoyi,24
megascops_ingens,87
megascops_kennicottii,210
megascops_koepckeae,62
megascops_marshalli,23
megascops_nudipes,16
megascops_petersoni,37
megascops_roboratus,53
megascops_roraimae,65
megascops_sanctaecatarinae,59
megascops_seductus,16
megascops_trichopsis,85
megascops_vermiculatus,7
megascops_watsonii,171
megastictus_margaritatus,54
megatriorchis_doriae,2
megaxenops_parnaguae,53
megazosterops_palauensis,5
meiglyptes_jugularis,5
meiglyptes_tristis,28
meiglyptes_tukki,45
melaenornis_annamarulae,1
melaenornis_ardesiacus,9
melaenornis_chocolatinus,9
melaenornis_edolioides,22
melaenornis_fischeri,22
melaenornis_infuscatus,9
melaenornis_mariquensis,4
melaenornis_microrhynchus,21
melaenornis_pallidus,17
melaenornis_pammelaina,22
melaenornis_silens,65
melampitta_lugubris,36
melanerpes_aurifrons,45
melanerpes_cactorum,28
melanerpes_candidus,86
melanerpes_carolinus,211
melanerpes_chrysauchen,15
melanerpes_chrysogenys,67
melanerpes_cruentatus,123
melanerpes_erythrocephalus,105
melanerpes_flavifrons,67
melanerpes_formicivorus,263
melanerpes_herminieri,4
melanerpes_hoffmannii,44
melanerpes_hypopolius,18
melanerpes_lewis,44
melanerpes_portoricensis,16
melanerpes_pucherani,36
melanerpes_pulcher,6
melanerpes_pygmaeus,16
melanerpes_radiolatus,7
melanerpes_rubricapillus,92
melanerpes_santacruzi,70
melanerpes_striatus,25
melanerpes_superciliaris,11
melanerpes_uropygialis,143
melaniparus_afer,34
melaniparus_albiventris,26
melaniparus_carpi,6
melaniparus_cinerascens,58
melaniparus_fasciiventer,6
melaniparus_fringillinus,11
melaniparus_funereus,14
melaniparus_griseiventris,10
melaniparus_guineensis,13
melaniparus_leucomelas,18
melaniparus_leuconotus,14
melaniparus_niger,39
melaniparus_rufiventris,17
melaniparus_thruppi,27
melanitta_americana,27
melanitta_deglandi,1
melanitta_fusca,29
melanitta_nigra,401
melanitta_perspicillata,20
melanocharis_arfakiana,7
melanocharis_longicauda,6
melanocharis_nigra,9
melanocharis_versteri,2
melanochlora_sultanea,71
melanocorypha_bimaculata,18
melanocorypha_calandra,214
melanocorypha_maxima,19
melanocorypha_yeltoniensis,11
melanodera_melanodera,10
melanodera_xanthogramma,34
melanodryas_cucullata,17
melanodryas_vittata,13
melanopareia_bitorquata,4
melanopareia_elegans,56
melanopareia_maranonica,38
melanopareia_maximiliani,48
melanopareia_torquata,47
melanoptila_glabrirostris,42
melanorectes_nigrescens,18
melanospiza_richardsoni,4
melanotis_caerulescens,249
melanotis_hypoleucus,47
meleagris_gallopavo,101
meleagris_ocellata,11
meliarchus_sclateri,28
melichneutes_robustus,2
melidectes_belfordi,38
melidectes_foersteri,2
melidectes_fuscus,2
melidectes_leucostephes,9
melidectes_ochromelas,6
melidectes_rufocrissalis,15
melidectes_torquatus,14
melidora_macrorrhina,39
melierax_canorus,13
melierax_metabates,8
melierax_poliopterus,8
melignomon_eisentrauti,4
melilestes_megarhynchus,18
meliphaga_albilineata,8
meliphaga_albonotata,3
meliphaga_analoga,4
meliphaga_aruensis,4
meliphaga_cinereifrons,1
meliphaga_flavirictus,3
meliphaga_fordiana,5
meliphaga_gracilis,33
meliphaga_lewinii,69
meliphaga_montana,1
meliphaga_notata,39
meliphaga_orientalis,7
meliphaga_reticulata,8
meliphaga_vicina,8
melipotes_ater,2
melipotes_fumigatus,12
melipotes_gymnops,2
melithreptus_affinis,28
melithreptus_albogularis,76
melithreptus_brevirostris,17
melithreptus_chloropsis,3
melithreptus_gularis,9
melithreptus_lunatus,21
melithreptus_validirostris,22
melitograis_gilolensis,5
mellisuga_helenae,13
mellisuga_minima,9
melloria_quoyi,84
melocichla_mentalis,55
melopsittacus_undulatus,41
melopyrrha_nigra,6
melospiza_georgiana,207
melospiza_lincolnii,249
melospiza_melodia,1127
melozone_aberti,133
melozone_albicollis,92
melozone_biarcuata,20
melozone_cabanisi,15
melozone_crissalis,125
melozone_fusca,247
melozone_kieneri,43
melozone_leucotis,27
menura_alberti,23
menura_novaehollandiae,62
merganetta_armata,7
mergellus_albellus,26
mergus_merganser,159
mergus_octosetaceus,16
mergus_serrator,69
mergus_squamatus,2
meropogon_forsteni,7
merops_albicollis,25
merops_apiaster,465
merops_boehmi,10
merops_bullockoides,67
merops_bulocki,16
merops_gularis,7
merops_hirundineus,16
merops_leschenaulti,33
merops_malimbicus,7
merops_mentalis,4
merops_muelleri,2
merops_nubicoides,10
merops_nubicus,13
merops_oreobates,19
merops_orientalis,92
merops_ornatus,47
merops_persicus,98
merops_philippinus,60
merops_pusillus,56
merops_superciliosus,23
merops_variegatus,15
merops_viridis,31
merulaxis_ater,104
merulaxis_stresemanni,24
mesembrinibis_cayennensis,100
mesitornis_unicolor,15
mesitornis_variegatus,29
metabolus_rugensis,1
metallura_aeneocauda,5
metallura_baroni,5
metallura_eupogon,2
metallura_iracunda,5
metallura_odomae,13
metallura_phoebe,7
metallura_theresiae,7
metallura_tyrianthina,171
metallura_williami,19
metopidius_indicus,26
metopothrix_aurantiaca,25
metriopelia_aymara,8
metriopelia_ceciliae,5
metriopelia_melanoptera,15
metriopelia_morenoi,5
metrioptera_brachyptera,1
metrioptera_prenjica,1
micrastur_buckleyi,30
micrastur_gilvicollis,101
micrastur_mintoni,64
micrastur_mirandollei,72
micrastur_plumbeus,15
micrastur_ruficollis,388
micrastur_semitorquatus,285
micrathene_whitneyi,71
microbates_cinereiventris,104
microbates_collaris,64
microcarbo_africanus,3
microcarbo_melanoleucos,1
microcarbo_niger,5
microcarbo_pygmaeus,7
microcerculus_bambla,52
microcerculus_marginatus,306
microcerculus_philomela,57
microcerculus_ustulatus,35
microchera_albocoronata,6
microdynamis_parva,11
microeca_fascinans,24
microeca_flavigaster,55
microeca_flaviventris,3
microeca_flavovirescens,14
microeca_griseoceps,3
microeca_hemixantha,4
microeca_papuana,17
microeca_tax.nov.bismarck,1
microhierax_caerulescens,3
microhierax_erythrogenys,3
microhierax_fringillarius,6
microhierax_latifrons,2
microhierax_melanoleucos,3
microligea_palustris,5
micromacronus_sordidus,1
micromonacha_lanceolata,47
micronisus_gabar,36
microparra_capensis,1
micropsitta_bruijnii,12
micropsitta_finschii,8
micropsitta_geelvinkiana,2
micropsitta_keiensis,6
micropsitta_meeki,1
micropsitta_pusio,6
micropternus_brachyurus,73
micropygia_schomburgkii,55
microrhopias_quixensis,217
microstilbon_burmeisteri,3
microxenops_milleri,20
milvago_chimachima,230
milvago_chimango,71
milvus_aegyptius,44
milvus_migrans,241
milvus_milvus,119
mimus_dorsalis,16
mimus_gilvus,215
mimus_graysoni,2
mimus_gundlachii,23
mimus_longicaudatus,64
mimus_macdonaldi,10
mimus_melanotis,7
mimus_parvulus,20
mimus_patagonicus,35
mimus_polyglottos,460
mimus_saturninus,152
mimus_thenca,31
mimus_trifasciatus,1
mimus_triurus,28
minla_ignotincta,13
mino_anais,15
mino_dumontii,28
mino_kreffti,29
mionectes_macconnelli,18
mionectes_oleagineus,178
mionectes_olivaceus,44
mionectes_roraimae,2
mionectes_rufiventris,63
mionectes_striaticollis,35
mirafra_affinis,39
mirafra_africana,217
mirafra_albicauda,4
mirafra_angolensis,14
mirafra_apiata,38
mirafra_assamica,9
mirafra_cantillans,21
mirafra_cheniana,86
mirafra_collaris,2
mirafra_erythrocephala,32
mirafra_erythroptera,18
mirafra_fasciolata,82
mirafra_gilletti,6
mirafra_hypermetra,12
mirafra_javanica,36
mirafra_microptera,11
mirafra_passerina,35
mirafra_pulpa,2
mirafra_rufocinnamomea,36
mitrephanes_olivaceus,12
mitrephanes_phaeocercus,89
mitrospingus_cassinii,64
mitrospingus_oleagineus,15
mitu_salvini,19
mitu_tomentosum,19
mitu_tuberosum,31
mniotilta_varia,259
modulatrix_stictigula,257
mohoua_albicilla,26
mohoua_novaeseelandiae,14
mohoua_ochrocephala,19
molothrus_aeneus,56
molothrus_armenti,13
molothrus_ater,297
molothrus_bonariensis,197
molothrus_oryzivorus,66
molothrus_rufoaxillaris,110
momotus_aequatorialis,62
momotus_bahamensis,5
momotus_coeruliceps,14
momotus_lessonii,73
momotus_mexicanus,69
momotus_momota,162
momotus_subrufescens,52
monachella_muelleriana,6
monarcha_castaneiventris,29
monarcha_cinerascens,10
monarcha_erythrostictus,7
monarcha_frater,6
monarcha_godeffroyi,2
monarcha_melanopsis,29
monarcha_richardsii,16
monarcha_takatsukasae,1
monasa_atra,36
monasa_flavirostris,31
monasa_morphoeus,100
monasa_nigrifrons,107
monias_benschi,2
montecincla_cachinnans,6
montecincla_fairbanki,14
montecincla_jerdoni,1
monticola_angolensis,12
monticola_brevipes,3
monticola_cinclorhyncha,19
monticola_explorator,5
monticola_gularis,14
monticola_imerina,18
monticola_rufiventris,17
monticola_rufocinereus,7
monticola_rupestris,42
monticola_saxatilis,94
monticola_semirufus,4
monticola_sharpei,26
monticola_solitarius,209
montifringilla_adamsi,3
montifringilla_henrici,14
montifringilla_nivalis,92
morococcyx_erythropygus,55
morphnarchus_princeps,36
morphnus_guianensis,17
morus_bassanus,78
morus_capensis,11
morus_serrator,4
motacilla_aguimp,104
motacilla_alba,1229
motacilla_bocagii,3
motacilla_capensis,49
motacilla_cinerea,672
motacilla_citreola,255
motacilla_clara,34
motacilla_flava,1500
motacilla_flaviventris,20
motacilla_grandis,77
motacilla_maderaspatensis,48
motacilla_samveasnae,10
motacilla_tschutschensis,187
moupinia_poecilotis,6
mulleripicus_fulvus,21
mulleripicus_funebris,9
mulleripicus_pulverulentus,111
muscicapa_adusta,68
muscicapa_aquatica,17
muscicapa_boehmi,3
muscicapa_caerulescens,46
muscicapa_cassini,4
muscicapa_comitata,8
muscicapa_dauurica,351
muscicapa_epulata,1
muscicapa_ferruginea,24
muscicapa_gambagae,9
muscicapa_griseisticta,189
muscicapa_infuscata,2
muscicapa_lendu,8
muscicapa_muttui,2
muscicapa_olivascens,5
muscicapa_segregata,3
muscicapa_sethsmithi,7
muscicapa_sibirica,36
muscicapa_striata,971
muscicapa_tessmanni,10
muscicapa_tyrrhenica,42
muscicapa_ussheri,2
muscicapa_williamsoni,5
muscicapella_hodgsoni,17
muscigralla_brevicauda,18
muscipipra_vetula,50
muscisaxicola_albifrons,2
muscisaxicola_albilora,13
muscisaxicola_alpinus,8
muscisaxicola_capistratus,7
muscisaxicola_cinereus,1
muscisaxicola_flavinucha,4
muscisaxicola_frontalis,1
muscisaxicola_griseus,1
muscisaxicola_juninensis,1
muscisaxicola_maclovianus,5
muscisaxicola_maculirostris,18
muscisaxicola_rufivertex,4
musophaga_rossae,30
musophaga_violacea,16
myadestes_coloratus,13
myadestes_elisabeth,20
myadestes_genibarbis,28
myadestes_melanops,54
myadestes_obscurus,29
myadestes_occidentalis,215
myadestes_palmeri,3
myadestes_ralloides,280
myadestes_townsendi,120
myadestes_unicolor,88
mycerobas_affinis,20
mycerobas_carnipes,42
mycerobas_icterioides,10
mycerobas_melanozanthos,8
mycteria_americana,18
mycteria_cinerea,1
mycteria_ibis,2
mycteria_leucocephala,13
myiagra_albiventris,1
myiagra_alecto,83
myiagra_atra,14
myiagra_azureocapilla,2
myiagra_caledonica,16
myiagra_castaneigularis,4
myiagra_cervinicauda,7
myiagra_cyanoleuca,14
myiagra_erythrops,10
myiagra_ferrocyanea,18
myiagra_galeata,29
myiagra_hebetior,2
myiagra_inquieta,35
myiagra_nana,13
myiagra_oceanica,5
myiagra_pluto,2
myiagra_rubecula,60
myiagra_ruficollis,40
myiagra_vanikorensis,17
myiarchus_antillarum,8
myiarchus_apicalis,34
myiarchus_barbirostris,4
myiarchus_cephalotes,63
myiarchus_cinerascens,263
myiarchus_crinitus,264
myiarchus_ferox,176
myiarchus_magnirostris,3
myiarchus_nugator,1
myiarchus_nuttingi,155
myiarchus_oberi,3
myiarchus_panamensis,13
myiarchus_phaeocephalus,14
myiarchus_sagrae,21
myiarchus_semirufus,5
myiarchus_stolidus,6
myiarchus_swainsoni,164
myiarchus_tuberculifer,431
myiarchus_tyrannulus,543
myiarchus_validus,3
myiarchus_venezuelensis,6
myiarchus_yucatanensis,14
myiobius_atricaudus,27
myiobius_barbatus,39
myiobius_sulphureipygius,15
myiobius_villosus,10
myioborus_albifrons,11
myioborus_brunniceps,40
myioborus_castaneocapilla,15
myioborus_flavivertex,22
myioborus_melanocephalus,71
myioborus_miniatus,322
myioborus_ornatus,116
myioborus_pariae,4
myioborus_pictus,196
myioborus_torquatus,18
myiodynastes_bairdii,35
myiodynastes_chrysocephalus,168
myiodynastes_hemichrysus,7
myiodynastes_luteiventris,190
myiodynastes_maculatus,323
myiomela_leucura,56
myiopagis_caniceps,175
myiopagis_cotta,1
myiopagis_flavivertex,49
myiopagis_gaimardii,135
myiopagis_olallai,50
myiopagis_subplacens,39
myiopagis_viridicata,205
myioparus_griseigularis,24
myioparus_plumbeus,39
myiophobus_cryptoxanthus,43
myiophobus_fasciatus,192
myiophobus_flavicans,64
myiophobus_inornatus,8
myiophobus_phoenicomitra,34
myiophobus_roraimae,31
myiopsitta_luchsi,9
myiopsitta_monachus,194
myiornis_albiventris,28
myiornis_atricapillus,63
myiornis_auricularis,132
myiornis_ecaudatus,99
myiornis_sp.nov.maranhao_piaui,12
myiotheretes_fumigatus,59
myiotheretes_fuscorufus,11
myiotheretes_pernix,18
myiotheretes_striaticollis,60
myiothlypis_basilica,20
myiothlypis_bivittata,57
myiothlypis_chlorophrys,37
myiothlypis_chrysogaster,14
myiothlypis_cinereicollis,33
myiothlypis_conspicillata,31
myiothlypis_coronata,255
myiothlypis_flaveola,184
myiothlypis_fraseri,72
myiothlypis_fulvicauda,222
myiothlypis_griseiceps,9
myiothlypis_leucoblephara,160
myiothlypis_leucophrys,24
myiothlypis_luteoviridis,99
myiothlypis_nigrocristata,213
myiothlypis_rivularis,116
myiothlypis_roraimae,18
myiothlypis_signata,67
myiotriccus_ornatus,127
myiozetetes_cayanensis,191
myiozetetes_granadensis,101
myiozetetes_luteiventris,68
myiozetetes_similis,378
myophonus_blighi,9
myophonus_borneensis,13
myophonus_caeruleus,128
myophonus_castaneus,1
myophonus_horsfieldii,70
myophonus_insularis,28
myophonus_melanurus,15
myophonus_robinsoni,7
myornis_senilis,94
myrmeciza_longipes,130
myrmecocichla_aethiops,13
myrmecocichla_arnotti,27
myrmecocichla_collaris,16
myrmecocichla_formicivora,56
myrmecocichla_melaena,6
myrmecocichla_monticola,25
myrmecocichla_nigra,14
myrmelastes_brunneiceps,9
myrmelastes_caurensis,5
myrmelastes_humaythae,24
myrmelastes_hyperythrus,98
myrmelastes_leucostigma,132
myrmelastes_rufifacies,40
myrmelastes_saturatus,20
myrmelastes_schistaceus,42
myrmeleotettix_maculatus,1
myrmia_micrura,12
myrmoborus_leucophrys,219
myrmoborus_lophotes,60
myrmoborus_lugubris,41
myrmoborus_melanurus,31
myrmoborus_myotherinus,324
myrmochanes_hemileucus,34
myrmoderus_eowilsoni,12
myrmoderus_ferrugineus,122
myrmoderus_loricatus,88
myrmoderus_ruficauda,55
myrmoderus_squamosus,143
myrmophylax_atrothorax,235
myrmorchilus_strigilatus,99
myrmornis_torquata,43
myrmothera_campanisona,183
myrmothera_simplex,44
myrmothera_subcanescens,26
myrmotherula_ambigua,42
myrmotherula_assimilis,35
myrmotherula_axillaris,273
myrmotherula_behni,12
myrmotherula_brachyura,161
myrmotherula_cherriei,57
myrmotherula_grisea,3
myrmotherula_ignota,64
myrmotherula_iheringi,32
myrmotherula_klagesi,20
myrmotherula_longicauda,44
myrmotherula_longipennis,89
myrmotherula_luctuosa,93
myrmotherula_menetriesii,133
myrmotherula_minor,25
myrmotherula_multostriata,104
myrmotherula_pacifica,55
myrmotherula_schisticolor,60
myrmotherula_sclateri,65
myrmotherula_snowi,29
myrmotherula_sunensis,13
myrmotherula_surinamensis,27
myrmotherula_unicolor,72
myrmotherula_urosticta,17
myrtis_fanny,29
mystacornis_crossleyi,24
myza_celebensis,6
myza_sarasinorum,19
myzomela_adolphinae,3
myzomela_albigula,6
myzomela_blasii,2
myzomela_boiei,4
myzomela_caledonica,1
myzomela_cardinalis,32
myzomela_chloroptera,11
myzomela_cineracea,1
myzomela_cruentata,4
myzomela_dammermani,5
myzomela_eichhorni,3
myzomela_erythrocephala,19
myzomela_irianawidodoae,7
myzomela_jugularis,12
myzomela_kuehni,5
myzomela_lafargei,4
myzomela_melanocephala,5
myzomela_nigrita,1
myzomela_obscura,38
myzomela_pammelaena,1
myzomela_rosenbergii,19
myzomela_rubratra,19
myzomela_sanguinolenta,53
myzomela_sclateri,3
myzomela_tristrami,1
myzomela_vulnerata,5
myzomela_wakoloensis,2
myzornis_pyrrhoura,13
namibornis_herero,3
nannopsittaca_dachilleae,2
nannopsittaca_panychlora,10
napothera_atrigularis,46
napothera_brevicaudata,96
napothera_crassa,40
napothera_crispifrons,38
napothera_epilepidota,59
napothera_macrodactyla,72
napothera_marmorata,27
napothera_rufipectus,29
nasica_longirostris,88
neafrapus_boehmi,1
necrosyrtes_monachus,2
nectarinia_famosa,74
nectarinia_johnstoni,6
nectarinia_kilimensis,46
nectarinia_tacazze,12
nemobius_sylvestris,11
nemosia_pileata,70
nemosia_rourei,14
neochelidon_tibialis,32
neochen_jubata,30
neochmia_modesta,3
neochmia_phaeton,20
neochmia_ruficauda,10
neochmia_temporalis,14
neocichla_gutturalis,6
neocossyphus_poensis,14
neocossyphus_rufus,17
neocrex_colombiana,1
neocrex_erythrops,45
neoctantes_niger,39
neodrepanis_coruscans,14
neodrepanis_hypoxantha,6
neolalage_banksiana,3
neolestes_torquatus,7
neomixis_striatigula,36
neomixis_tenella,28
neomixis_viridis,11
neomorphus_geoffroyi,16
neomorphus_pucheranii,6
neomorphus_radiolosus,14
neomorphus_rufipennis,13
neomorphus_squamiger,5
neopelma_aurifrons,25
neopelma_chrysocephalum,102
neopelma_chrysolophum,41
neopelma_pallescens,57
neopelma_sulphureiventer,38
neophema_chrysostoma,7
neophema_elegans,5
neophema_pulchella,10
neophron_percnopterus,7
neopipo_cinnamomea,43
neopsephotus_bourkii,15
neopsittacus_musschenbroekii,16
neopsittacus_pullicauda,8
neosericornis_citreogularis,30
neosuthora_davidiana,8
neothraupis_fasciata,31
neotis_ludwigii,2
neoxolmis_rufiventris,5
nephelomyias_lintoni,28
nephelomyias_ochraceiventris,6
nephelomyias_pulcher,36
nephelornis_oneilli,12
nesasio_solomonensis,10
nesillas_brevicaudata,3
nesillas_lantzii,18
nesillas_longicaudata,3
nesillas_mariae,4
nesillas_typica,46
nesocharis_ansorgei,1
nesocharis_capistrata,1
nesocharis_shelleyi,3
nesoclopeus_woodfordi,8
nesoctites_micromegas,8
nesoenas_mayeri,11
nesoenas_picturatus,19
nesopsar_nigerrimus,6
nesoptilotis_flavicollis,36
nesoptilotis_leucotis,36
nesospingus_speculiferus,12
nesospiza_questi,4
nesospiza_wilkinsi,1
nestor_meridionalis,36
nestor_notabilis,10
netta_erythrophthalma,7
netta_peposaca,12
netta_rufina,53
nettapus_auritus,14
nettapus_coromandelianus,9
nettapus_pulchellus,3
newtonia_amphichroa,27
newtonia_archboldi,12
newtonia_brunneicauda,43
newtonia_fanovanae,11
nicator_chloris,87
nicator_gularis,55
nicator_vireo,32
nigrita_bicolor,11
nigrita_canicapillus,31
nigrita_fusconotus,12
nilaus_afer,116
niltava_davidi,6
niltava_grandis,80
niltava_macgrigoriae,56
niltava_sumatrana,4
niltava_sundara,19
niltava_vivida,16
ninox_affinis,9
ninox_boobook,78
ninox_burhani,9
ninox_connivens,39
ninox_forbesi,8
ninox_fusca,21
